Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,05/26/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/25",-10.13,DEBIT_CARD,3275.70,,
DEBIT,05/26/2026,"MAKEUGC.AI LONDON                            05/24",-49.00,DEBIT_CARD,3285.83,,
DEBIT,05/26/2026,"TWILIO INC WWW.TWILIO.CO CA                  05/25",-91.43,DEBIT_CARD,3334.83,,
DEBIT,05/26/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/22",-100.00,DEBIT_CARD,3426.26,,
DEBIT,05/26/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/22",-10.13,DEBIT_CARD,3526.26,,
DEBIT,05/22/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260522 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023987109 EED:260522   IND ID:TrnWise                      IND NAME:Waiz Media                 96407365                                                                          96407365 TRN: 1423987109TC",-20.03,MISC_DEBIT,3536.39,,
DEBIT,05/22/2026,"CALLCENTERMASTERY HIGH WYCOMBE               05/21",497.00,DEBIT_CARD,3556.42,,
DEBIT,05/21/2026,"WEBFLOW.COM WEBFLOW.COM CA                   05/21",-29.00,DEBIT_CARD,3059.42,,
DEBIT,05/21/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/20",-10.13,DEBIT_CARD,3088.42,,
DEBIT,05/21/2026,"TWILIO INC WWW.TWILIO.CO CA                  05/20",-90.03,DEBIT_CARD,3098.55,,
DEBIT,05/20/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/19",-100.00,DEBIT_CARD,3188.58,,
CREDIT,05/20/2026,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000027551371 EED:260520   IND ID:ST-U6U6D3B9M7Y8              IND NAME:GABRIEL GOERTZEN TRN: 1407551371TC",1359.10,ACH_CREDIT,3288.58,,
DEBIT,05/19/2026,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 29278791723 reference#: 9278791723RX 05/19",-3000.00,ACCT_XFER,1929.48,,
DEBIT,05/19/2026,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        05/18",-297.00,DEBIT_CARD,4929.48,,
DEBIT,05/19/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/18",-10.13,DEBIT_CARD,5226.48,,
CREDIT,05/19/2026,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000029355745 EED:260519   IND ID:ST-A2Z9O8W3W6Z3              IND NAME:GABRIEL GOERTZEN TRN: 1399355745TC",4126.45,ACH_CREDIT,5236.61,,
DEBIT,05/18/2026,"HOPPER *TRAVEL WWW.HOPPER.CO MA              05/18",-122.97,DEBIT_CARD,1110.16,,
DEBIT,05/18/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260518 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000021636098 EED:260518   IND ID:TrnWise                      IND NAME:Waiz Media                 96010244                                                                          96010244 TRN: 1381636098TC",-350.60,MISC_DEBIT,1233.13,,
DEBIT,05/18/2026,"CLOSEBOT WWW.CLOSEBOT. WA                    05/16",-197.00,DEBIT_CARD,1583.73,,
DEBIT,05/18/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/16",-100.00,DEBIT_CARD,1780.73,,
DEBIT,05/18/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/16",-10.13,DEBIT_CARD,1880.73,,
DEBIT,05/18/2026,"TWILIO INC WWW.TWILIO.CO CA                  05/15",-91.52,DEBIT_CARD,1890.86,,
DEBIT,05/15/2026,"CURSOR, AI POWERED IDE CURSOR.COM CA         05/15",-20.00,DEBIT_CARD,1982.38,,
CREDIT,05/15/2026,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000020092835 EED:260515   IND ID:ST-A4X5J1N0B5S9              IND NAME:GABRIEL GOERTZEN TRN: 1350092835TC",1359.10,ACH_CREDIT,2002.38,,
DEBIT,05/14/2026,"CALLCENTERMASTERY HIGH WYCOMBE               05/14",-497.00,DEBIT_CARD,643.28,,
DEBIT,05/13/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260513 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026319523 EED:260513   IND ID:TrnWise                      IND NAME:Waiz Media                 95716751                                                                          95716751 TRN: 1336319523TC",-35.06,MISC_DEBIT,1140.28,,
DEBIT,05/13/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/13",-100.00,DEBIT_CARD,1175.34,,
DEBIT,05/13/2026,"CLOSEBOT WWW.CLOSEBOT. WA                    05/12",-40.16,DEBIT_CARD,1275.34,,
DEBIT,05/11/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260511 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000027800471 EED:260511   IND ID:TrnWise                      IND NAME:Waiz Media                 95571931                                                                          95571931 TRN: 1317800471TC",-20.03,MISC_DEBIT,1315.50,,
DEBIT,05/11/2026,"TWILIO INC WWW.TWILIO.CO CA                  05/09",-90.06,DEBIT_CARD,1335.53,,
DEBIT,05/08/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260508 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020993739 EED:260508   IND ID:TrnWise                      IND NAME:Waiz Media                 95359992                                                                          95359992 TRN: 1280993739TC",-4537.70,MISC_DEBIT,1425.59,,
DEBIT,05/08/2026,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 29139588423 reference#: 9139588423RX 05/08",-1000.00,ACCT_XFER,5963.29,,
DEBIT,05/08/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/07",-100.00,DEBIT_CARD,6963.29,,
DEBIT,05/07/2026,"SLACK T07E9KEFKEH SLACK.COM CA               05/07",-55.13,DEBIT_CARD,7063.29,,
DEBIT,05/07/2026,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 29120564342 reference#: 9120564342RX 05/07",-200.00,ACCT_XFER,7118.42,,
DEBIT,05/07/2026,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        05/07",-372.75,DEBIT_CARD,7318.42,,
CREDIT,05/07/2026,"REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-121000248  FROM: GABRIEL GOERTZEN/STRIPE PAYMENTS COMPAN REF: ST-XADYIEMPXM78X2XZF INFO: TEXT-RmtInf-ST-XADYIEMPXM78X2XZF8BN WAIZMEDIA LLC IID: 20260507121000248P1BPFAO78133382680 RECD: 13:45:14 TRN: 1288152127GD",3178.65,MISC_CREDIT,7691.17,,
DEBIT,05/06/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260506 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023172252 EED:260506   IND ID:TrnWise                      IND NAME:Waiz Media                 95236679                                                                          95236679 TRN: 1263172252TC",-400.68,MISC_DEBIT,4512.52,,
DEBIT,05/06/2026,"ORIG CO NAME:fathom.video           ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:FATHOM.VIDSEC:WEB    TRACE#:091000010213026 EED:260506   IND ID:ST-J4P4W2E0X1Y1              IND NAME:WAIZ MEDIA LLC TRN: 1260213026TC",-20.00,MISC_DEBIT,4913.20,,
DEBIT,05/05/2026,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 29103533389 reference#: 9103533389RX 05/05",-500.00,ACCT_XFER,4933.20,,
DEBIT,05/05/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/04",-100.00,DEBIT_CARD,5433.20,,
DEBIT,05/05/2026,"PAYPAL *CANVA 416-131-8870 DE                05/05",-7.35,DEBIT_CARD,5533.20,,
DEBIT,05/04/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260504 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024984841 EED:260504   IND ID:TrnWise                      IND NAME:Waiz Media                 94985844                                                                          94985844 TRN: 1244984841TC",-4507.65,MISC_DEBIT,5540.55,,
DEBIT,05/04/2026,"TWILIO INC WWW.TWILIO.CO CA                  05/03",-90.00,DEBIT_CARD,10048.20,,
DEBIT,05/04/2026,"CLAUDE.AI SUBSCRIPTI ANTHROPIC.COM CA        05/01",-20.00,DEBIT_CARD,10138.20,,
DEBIT,05/04/2026,"IDEOGRAM AI TORONTO ON                       05/01",-20.00,DEBIT_CARD,10158.20,,
CREDIT,05/04/2026,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022581082 EED:260504   IND ID:ST-X8R8E0T9S1I9              IND NAME:GABRIEL GOERTZEN TRN: 1242581082TC",3883.70,ACH_CREDIT,10178.20,,
DEBIT,05/01/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260501 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000025612452 EED:260501   IND ID:TrnWise                      IND NAME:Waiz Media                 94874992                                                                          94874992 TRN: 1215612452TC",-500.85,MISC_DEBIT,6294.50,,
DEBIT,05/01/2026,"Zelle payment to Simone 28647843352",-43.00,QUICKPAY_DEBIT,6795.35,,
CREDIT,05/01/2026,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000021655889 EED:260501   IND ID:ST-C0Q7J9E8L1T4              IND NAME:GABRIEL GOERTZEN TRN: 1211655889TC",2790.17,ACH_CREDIT,6838.35,,
DEBIT,04/30/2026,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,4048.18,,
DEBIT,04/30/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 04/30",-64.71,DEBIT_CARD,4063.18,,
DEBIT,04/29/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/29",-100.00,DEBIT_CARD,4127.89,,
DEBIT,04/29/2026,"TWILIO INC WWW.TWILIO.CO CA                  04/29",-90.03,DEBIT_CARD,4227.89,,
CREDIT,04/29/2026,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000027751323 EED:260429   IND ID:ST-S2M2X1B5E0V4              IND NAME:GABRIEL GOERTZEN TRN: 1197751323TC",1458.57,ACH_CREDIT,4317.92,,
DEBIT,04/28/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 04/27",-10.13,DEBIT_CARD,2859.35,,
DEBIT,04/28/2026,"SQSP* DOMAIN#2322517 SQUARESPACE.C NY        04/27",-13.54,DEBIT_CARD,2869.48,,
DEBIT,04/27/2026,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:260427 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000023396443 EED:260427   IND ID:A4180                        IND NAME:GABRIEL GOERTZEN                                                                                             AM TRN: 1173396443TC",-1177.03,ACH_DEBIT,2883.02,,
DEBIT,04/27/2026,"WISPR WISPRFLOW.AI CA                        04/25",-15.00,DEBIT_CARD,4060.05,,
DEBIT,04/27/2026,"MAKEUGC.AI LONDON                            04/24",-49.00,DEBIT_CARD,4075.05,,
DEBIT,04/24/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 04/24",-10.13,DEBIT_CARD,4124.05,,
DEBIT,04/24/2026,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 28946252690 reference#: 9946252690RX 04/24",-1500.00,ACCT_XFER,4134.18,,
CREDIT,04/24/2026,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019709046 EED:260424   IND ID:ST-I6N1K3L0A3W3              IND NAME:GABRIEL GOERTZEN TRN: 1149709046TC",4150.27,ACH_CREDIT,5634.18,,
DEBIT,04/23/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260423 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028805316 EED:260423   IND ID:TrnWise                      IND NAME:Waiz Media                 94223074                                                                          94223074 TRN: 1138805316TC",-1602.72,MISC_DEBIT,1483.91,,
DEBIT,04/23/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/23",-100.00,DEBIT_CARD,3086.63,,
DEBIT,04/23/2026,"TWILIO INC WWW.TWILIO.CO CA                  04/22",-91.13,DEBIT_CARD,3186.63,,
DEBIT,04/22/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260422 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028101952 EED:260422   IND ID:TrnWise                      IND NAME:Waiz Media                 94120059                                                                          94120059 TRN: 1128101952TC",-200.34,MISC_DEBIT,3277.76,,
DEBIT,04/22/2026,"MAKEUGC.AI LONDON                            04/21",-1.00,DEBIT_CARD,3478.10,,
DEBIT,04/21/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 04/21",-10.13,DEBIT_CARD,3479.10,,
DEBIT,04/21/2026,"WEBFLOW.COM WEBFLOW.COM CA                   04/21",-29.00,DEBIT_CARD,3489.23,,
DEBIT,04/20/2026,"HOPPER *TRAVEL WWW.HOPPER.CO MA              04/18",-174.27,DEBIT_CARD,3518.23,,
DEBIT,04/20/2026,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        04/18",-297.00,DEBIT_CARD,3692.50,,
DEBIT,04/20/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/18",-100.00,DEBIT_CARD,3989.50,,
DEBIT,04/17/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260417 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024336896 EED:260417   IND ID:TrnWise                      IND NAME:Waiz Media                 93846457                                                                          93846457 TRN: 1074336896TC",-400.68,MISC_DEBIT,4089.50,,
DEBIT,04/17/2026,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 28873044802 reference#: 9873044802RX 04/17",-500.00,ACCT_XFER,4490.18,,
DEBIT,04/17/2026,"CLOSEBOT WWW.CLOSEBOT. WA                    04/16",-197.00,DEBIT_CARD,4990.18,,
DEBIT,04/17/2026,"TWILIO INC WWW.TWILIO.CO CA                  04/16",-90.00,DEBIT_CARD,5187.18,,
DEBIT,04/14/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/14",-100.00,DEBIT_CARD,5277.18,,
CREDIT,04/14/2026,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000025005073 EED:260414   IND ID:ST-I5V4T7X7K9A3              IND NAME:GABRIEL GOERTZEN TRN: 1045005073TC",2459.80,ACH_CREDIT,5377.18,,
DEBIT,04/13/2026,"TWILIO INC WWW.TWILIO.CO CA                  04/10",-90.02,DEBIT_CARD,2917.38,,
DEBIT,04/10/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260410 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000025094194 EED:260410   IND ID:TrnWise                      IND NAME:Waiz Media                 93334000                                                                          93334000 TRN: 1005094194TC",-400.68,MISC_DEBIT,3007.40,,
DEBIT,04/10/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/10",-100.00,DEBIT_CARD,3408.08,,
DEBIT,04/10/2026,"OPENAI OPENAI.COM CA                         04/10",-10.03,DEBIT_CARD,3508.08,,
CREDIT,04/10/2026,"Zelle payment from Prosperity Investments LV LLC 28778125916",47.00,QUICKPAY_CREDIT,3518.11,,
DEBIT,04/09/2026,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 28758435805 reference#: 9758435805RX 04/09",-1000.00,ACCT_XFER,3471.11,,
DEBIT,04/07/2026,"SLACK T07E9KEFKEH SLACK.COM CA               04/07",-77.05,DEBIT_CARD,4471.11,,
DEBIT,04/07/2026,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        04/07",-372.75,DEBIT_CARD,4548.16,,
DEBIT,04/06/2026,"ORIG CO NAME:fathom.video           ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:FATHOM.VIDSEC:WEB    TRACE#:091000012455625 EED:260406   IND ID:ST-H3B0C2J7B8B1              IND NAME:WAIZ MEDIA LLC TRN: 0962455625TC",-20.00,MISC_DEBIT,4920.91,,
DEBIT,04/06/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260406 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022411316 EED:260406   IND ID:TrnWise                      IND NAME:Waiz Media                 93047448                                                                          93047448 TRN: 0962411316TC",-1001.70,MISC_DEBIT,4940.91,,
DEBIT,04/06/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/05",-100.00,DEBIT_CARD,5942.61,,
DEBIT,04/06/2026,"PAYPAL *CANVA 416-131-8870 DE                04/05",-7.06,DEBIT_CARD,6042.61,,
DEBIT,04/06/2026,"TWILIO INC WWW.TWILIO.CO CA                  04/04",-90.09,DEBIT_CARD,6049.67,,
DEBIT,04/06/2026,"HOPPER *TRAVEL 8582889035 MA                 04/05",6.66,DEBIT_CARD,6139.76,,
DEBIT,04/03/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260403 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000021815303 EED:260403   IND ID:TrnWise                      IND NAME:Waiz Media                 92893625                                                                          92893625 TRN: 0931815303TC",-1106.11,MISC_DEBIT,6133.10,,
CREDIT,04/03/2026,"REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-121000248  FROM: GABRIEL GOERTZEN/STRIPE PAYMENTS COMPAN REF: ST-JGVXBUKPJEUGPGPC4 INFO: TEXT-RmtInf-ST-JGVXBUKPJEUGPGPC4PKY WAIZMEDIA LLC IID: 20260403121000248P1BPDAS75193060002 RECD: 16:59:24 TRN: 1977092093GD",4350.92,MISC_CREDIT,7239.21,,
DEBIT,04/02/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260402 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000027935196 EED:260402   IND ID:TrnWise                      IND NAME:Waiz Media                 92764155                                                                          92764155 TRN: 0927935196TC",-3005.10,MISC_DEBIT,2888.29,,
DEBIT,04/02/2026,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 28665708975 reference#: 9665708975RX 04/02",-1000.00,ACCT_XFER,5893.39,,
CREDIT,04/02/2026,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022375720 EED:260402   IND ID:ST-R0Q8Q2Z6T1B8              IND NAME:GABRIEL GOERTZEN TRN: 0922375720TC",1734.90,ACH_CREDIT,6893.39,,
DEBIT,04/01/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260401 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023840460 EED:260401   IND ID:TrnWise                      IND NAME:Waiz Media                 92714032                                                                          92714032 TRN: 0913840460TC",-60.00,MISC_DEBIT,5158.49,,
DEBIT,04/01/2026,"Zelle payment to Cindi Walters JPM99cbdbjuu",-1003.00,CHASE_TO_PARTNERFI,5218.49,,
DEBIT,04/01/2026,"Zelle payment to Walters JPM99cbd3730",-1003.00,CHASE_TO_PARTNERFI,6221.49,,
DEBIT,04/01/2026,"Zelle payment to Simone 28259450402",-43.00,QUICKPAY_DEBIT,7224.49,,
DEBIT,03/31/2026,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,7267.49,,
DEBIT,03/31/2026,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/31",-100.00,DEBIT_CARD,7282.49,,
DEBIT,03/30/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260330 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022465811 EED:260330   IND ID:TrnWise                      IND NAME:Waiz Media                 92500240                                                                          92500240 TRN: 0892465811TC",-100.00,MISC_DEBIT,7382.49,,
DEBIT,03/30/2026,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 28630257730 reference#: 9630257730RX 03/30",-1500.00,ACCT_XFER,7482.49,,
DEBIT,03/30/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260330 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022089428 EED:260330   IND ID:TrnWise                      IND NAME:Waiz Media                 92485764                                                                          92485764 TRN: 0892089428TC",-200.00,MISC_DEBIT,8982.49,,
DEBIT,03/30/2026,"WWW.MAKE.COM WWW.MAKE.COM NY                 03/30",-64.71,DEBIT_CARD,9182.49,,
DEBIT,03/30/2026,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:260330 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000024719751 EED:260330   IND ID:A1472                        IND NAME:GABRIEL GOERTZEN                                                                                             AM TRN: 0894719751TC",-868.84,ACH_DEBIT,9247.20,,
DEBIT,03/30/2026,"TWILIO INC WWW.TWILIO.CO CA                  03/27",-91.01,DEBIT_CARD,10116.04,,
CREDIT,03/30/2026,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026440606 EED:260330   IND ID:ST-X3D4S0P8Q5L4              IND NAME:GABRIEL GOERTZEN TRN: 0896440606TC",8155.80,ACH_CREDIT,10207.05,,
DEBIT,03/27/2026,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:260327 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020960211 EED:260327   IND ID:TrnWise                      IND NAME:Waiz Media                 92238156                                                                          92238156 TRN: 0860960211TC",-200.34,MISC_DEBIT,2051.25,,
